<Centering_Scaling_PC_loadings_Parameters>,H_valency,0.966880624,0.029022834,0,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_sumOFBondIndices,-0.080998806,0.017008725,1,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_mullikenCharge,0.885881779,0.032256368,2,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_S,0.430737766,0.01020874,3,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_D,0.01255678,0.000466058,4,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_S,0.861475541,0.02041753,5,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_P,0.025113646,0.000932219,6,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_LargeBondIndices,0.973594433,0.011395603,7,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles1,0.284932417,7.786396003,8,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles2,9.27036945,13.65642664,9,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles3,121.7092921,2.1962632,10,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles4,4.589889151,10.34536162,11,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_EffectiveAtomPolarizabilityDescriptor,4.27288905,1.155130263,12,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_PartialSigmaChargeDescriptor,0.035991366,0.013980296,13,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_SigmaElectronegativityDescriptor,7.392503174,0.085473555,14,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_BondLength,1.092814859,0.003584267,15,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_valency,3.857985073,0.045376018,16,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_sumOFBondIndices,2.381598309,0.156047825,17,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_mullikenCharge,6.239583403,0.15508262,18,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_S,1.606392003,0.020928021,19,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_P,0.022660801,0.010636093,20,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_D,1.490738919,0.068782563,21,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_S,3.212783799,0.0418562,22,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_P,2.981477728,0.137564922,23,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_D,0.04532164,0.021272241,24,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AtomDegreeDescriptor,1.634713376,0.636525907,25,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_EffectiveAtomPolarizabilityDescriptor,7.053928419,1.706495751,26,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PartialSigmaChargeDescriptor,-0.008368641,0.051439383,27,,,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_SigmaElectronegativityDescriptor,7.909195572,0.478966139,28,,,,,,,,,,,,,,,,,,,,,,,,,,
<PC_Loadings>,PC_a,-0.047307412,0.124546221,0.023106336,0.041633965,-0.201456136,0.041635388,-0.201444523,-0.084836691,-0.009942618,0.021725937,-0.001620558,0.007240709,0.059780921,0.253565775,0.253795064,0.098965633,-0.048509527,-0.258943036,-0.274748009,-0.233135199,0.28349621,-0.282637783,-0.233135754,-0.282637862,0.283498179,0.229456783,0.083036893,0.23816957,0.23835054
<PC_Loadings>,PC_b,-0.11543945,-0.339722342,-0.283001901,-0.377684193,0.128305728,-0.377684694,0.128324371,-0.201765755,0.23019979,0.256517422,-0.026645933,0.252490851,0.118485443,0.092142218,0.091792508,-0.295800831,-0.081834653,0.079847861,0.056400693,0.092380376,0.103393208,0.019488269,0.092381855,0.019486909,0.103389794,0.13296973,0.141079798,0.13775067,0.136064771
<PC_Loadings>,PC_c,0.163114009,0.079229019,0.188539693,0.188067013,0.279091149,0.188067322,0.279030983,0.208424791,0.381752807,0.364035705,0.184189797,0.379725995,-0.088631515,-0.087256081,-0.086935761,-0.169462716,-0.03277488,-0.128675605,-0.139065794,-0.161527082,0.00868999,-0.108971886,-0.161525518,-0.108972067,0.008689433,0.06658925,-0.100577536,-0.11433315,-0.113335965
<PC_Loadings>,PC_d,-0.028916115,0.002995333,-0.024437604,-0.01206847,0.06726792,-0.012072422,0.067334075,-0.062529282,0.062502538,-0.058628666,0.169091644,-0.009968003,-0.464971825,0.241347249,0.24059678,-0.111204996,0.308280699,-0.102578665,-0.013016078,0.163616209,-0.058250213,-0.055448253,0.163613125,-0.055448224,-0.058250732,-0.286648371,-0.493623286,0.229951704,0.231622684
<PC_Loadings>,PC_e,0.740680756,-0.225758034,0.547389534,-0.115190787,-0.029642739,-0.115187614,-0.02968112,-0.072936764,-0.037306693,-0.040895561,-0.024161592,-0.041641414,0.07650632,0.078167522,0.077763738,-0.043680699,0.01255479,0.037995363,0.041905153,0.071630718,0.027232413,0.021235747,0.071627415,0.021236211,0.027235062,0.001514255,0.071138218,0.102248956,0.101740106
<PC_Loadings>,PC_f,-0.031420967,-0.065054743,-0.062573844,-0.006054314,0.102743054,-0.006047828,0.102827639,0.22732866,-0.031752823,-0.135034241,0.179834978,-0.102647867,0.430044261,0.022868663,0.022310445,-0.207613756,0.613709539,-0.256936768,-0.078968698,-0.032976535,-0.094837902,-0.064326892,-0.032979674,-0.064326465,-0.094829161,-0.187204475,0.335335398,0.030643898,0.032215613
<PC_Loadings>,PC_g,0.057143603,-0.31587385,-0.115142687,-0.204093248,-0.02944256,-0.204094034,-0.029350419,0.309902726,-0.13295118,-0.270710087,0.441180091,-0.249298618,-0.176390121,-0.093815053,-0.094000829,-0.21314282,-0.322728868,-0.057377669,-0.152162677,-0.175929108,-0.015226706,-0.115654369,-0.175928711,-0.115655092,-0.015237119,0.046382278,-0.136467957,-0.100243684,-0.100759175
<PC_Loadings>,PC_h,-0.04672789,0.155548116,0.039974848,0.104457372,-0.060320668,0.104456292,-0.060373308,-0.20264653,0.234966191,-0.061415192,0.752327584,0.014865634,0.222363845,0.064089709,0.064513285,0.177541668,-0.208003997,0.140272367,0.080284915,0.205548084,-0.011285606,0.029713036,0.205552795,0.029712088,-0.011287828,-0.023529733,0.154259037,0.060902764,0.058720333
<PC_Loadings>,PC_i,0.037041121,-0.084452363,-0.011204455,-0.094123453,0.214451536,-0.094116791,0.214448488,-0.638099495,-0.040693805,-0.076295496,0.156995797,-0.067605019,-0.068068661,-0.125240461,-0.126979448,0.313435601,0.211763358,-0.09340542,-0.032025976,-0.332166422,-0.062868944,0.074682701,-0.332164989,0.074683764,-0.062866523,0.05464595,-0.060689656,-0.032622352,-0.032704522
<PC_Loadings>,PC_j,-0.016717652,-0.024612477,-0.028013867,0.10706367,0.39149391,0.107062444,0.391466681,-0.058842301,-0.161346726,-0.11289079,-0.201069547,-0.117186537,0.216271195,0.158200006,0.158192764,0.054359042,-0.483801416,-0.003795843,-0.145377223,0.019793778,-0.155870415,-0.145809259,0.019789311,-0.145808878,-0.15587341,-0.295055092,0.056857923,0.134111285,0.131623828
<PC_Loadings>,PC_k,0.020544811,0.030094161,0.034358344,-0.174057067,-0.203226491,-0.174059353,-0.203473004,-0.278185603,0.0960145,0.099575778,-0.084210399,0.114820144,0.0593541,-0.109520997,-0.105586058,0.066413193,-0.042140633,-0.243732263,-0.257578653,0.188356649,-0.135395959,-0.326751436,0.188350823,-0.326750821,-0.135392983,-0.321102263,-0.032368993,-0.275249122,-0.278799179
<PC_Loadings>,PC_l,-0.044152397,0.29298848,0.114768129,0.120425616,0.026016568,0.120425851,0.026158665,-0.421624974,-0.083223161,-0.186612125,-0.023923739,-0.168755806,-0.00954944,-0.06762382,-0.068561437,-0.749174027,-0.042123201,0.011800246,-0.000450757,0.040636706,0.076992563,-0.024780353,0.040640804,-0.024777505,0.076989049,0.144203664,0.006066872,-0.073397283,-0.070404935
<PC_Loadings>,PC_m,0.002376559,0.002698867,0.003559506,-0.039577167,0.291619453,-0.039571886,0.291299445,0.053381643,-0.100954307,-0.11938567,0.022505126,-0.142519733,-0.202142544,0.102663786,0.110915479,0.233426964,0.142153084,-0.037468922,0.00388999,0.271939589,0.326043271,-0.128774898,0.27194845,-0.128776307,0.326036524,0.238736064,0.14900001,-0.289786708,-0.28664278
<PC_Loadings>,PC_n,0.008897338,-0.069788891,-0.0288039,0.083924801,0.011013072,0.083919092,0.010713924,-0.026367468,-0.267311554,0.190680518,0.069746608,0.022313869,-0.393959639,-0.240116806,-0.245264461,0.022265705,0.019081189,-0.103453809,-0.098509974,0.170585776,-0.223544189,-0.128385516,0.170571355,-0.128385555,-0.223589985,0.290279486,0.402816213,0.268410614,0.249104898
<PC_Loadings>,PC_o,0.009572813,-0.063279899,-0.024770897,0.02823358,-0.006530947,0.028274873,-0.006409995,0.022565727,0.729727733,-0.505751653,-0.249120427,-0.138483636,-0.188635796,-0.076356426,-0.079206761,0.058238571,-0.019824514,-0.029419775,-0.035403259,0.004404534,-0.064068304,-0.031339687,0.004404315,-0.031337958,-0.064089048,0.074822562,0.203628554,0.081757467,0.077596655
